CustomerID,y_prob
6857-VWJDT,0.7450564786792856
5178-LMXOP,0.7435739473616377
0295-PPHDO,0.7435739473616377
3988-RQIXO,0.7420341559389618
6521-YYTYI,0.7420341559389618
4910-GMJOT,0.7420341559389618
9300-AGZNL,0.7420341559389618
9725-SCPZG,0.7420341559389618
8149-RSOUN,0.7420341559389618
9497-QCMMS,0.7420341559389618
7294-TMAOP,0.7405658796143474
5797-APWZC,0.7405658796143474
7274-RTAPZ,0.7405658796143474
2725-KXXWT,0.7405658796143474
0107-YHINA,0.7397331808385487
7216-EWTRS,0.7397331808385487
5419-JPRRN,0.7397331808385487
9124-LHCJQ,0.7391333993310706
1455-ESIQH,0.7391333993310706
3049-NDXFL,0.7391333993310706
3801-HMYNL,0.7391333993310706
3027-ZTDHO,0.7391333993310706
7577-SWIFR,0.7391333993310706
1415-YFWLT,0.7391333993310706
8603-IJWDN,0.7391333993310706
4826-XTSOH,0.7391333993310706
0970-ETWGE,0.7391333993310706
3722-WPXTK,0.7391333993310706
5192-EBGOV,0.7391333993310706
9282-IZGQK,0.7367586170071376
1069-XAIEM,0.7367586170071376
4912-PIGUY,0.7367586170071376
7503-ZGUZJ,0.7367586170071376
7120-RFMVS,0.7367586170071376
9223-UCPVT,0.736710858098225
4614-NUVZD,0.7351751468374608
0318-QUUOB,0.7351751468374608
7439-DKZTW,0.7351751468374608
5275-SQEIZ,0.7351751468374608
6457-USBER,0.7351751468374608
2004-OCQXK,0.7351751468374608
2867-UIMSS,0.7351751468374608
0235-KGSLC,0.7338101014903335
5597-GLBUC,0.7338101014903335
3068-OMWZA,0.7338101014903335
9300-RENDD,0.7334854050381623
9885-CSMWE,0.7334854050381623
2514-GINMM,0.7334854050381623
6567-HOOPW,0.7334854050381623
9019-QVLZD,0.7334854050381623
2868-MZAGQ,0.7334854050381623
5960-WPXQM,0.7334854050381623
6086-ESGRL,0.7334854050381623
8740-CRYFY,0.7334854050381623
2777-PHDEI,0.7334854050381623
1448-PWKYE,0.7334854050381623
8580-AECUZ,0.7334854050381623
5393-RXQSZ,0.7334854050381623
8058-INTPH,0.7334854050381623
9507-EXLTT,0.7334854050381623
5494-HECPR,0.7334854050381623
8821-XNHVZ,0.7334854050381623
7594-RQHXR,0.7334854050381623
1761-AEZZR,0.7334854050381623
0495-RVCBF,0.7334854050381623
2609-IAICY,0.7334854050381623
8945-GRKHX,0.7334854050381623
6372-RFVNS,0.7334854050381623
9248-OJYKK,0.7325973453366698
2202-CUYXZ,0.7314353191664008
6230-BSUXY,0.7314353191664008
6894-LFHLY,0.7309077452383836
6960-HVYXR,0.7309077452383836
6618-RYATB,0.7281621071974252
9444-JTXHZ,0.7267467365715631
6910-HADCM,0.7267467365715631
5834-ASPWA,0.7257418491505244
3178-FESZO,0.724101202665063
4988-IQIGL,0.7217237231817495
9787-XVQIU,0.7217237231817495
1452-VOQCH,0.7217237231817495
8816-VXNZD,0.7217237231817495
3276-HDUEG,0.7217237231817495
5167-ZFFMM,0.7210788799247393
7409-KIUTL,0.720408526387388
0968-GSIKN,0.720408526387388
0151-ONTOV,0.720408526387388
0812-WUPTB,0.720408526387388
1031-IIDEO,0.720408526387388
3422-LYEPQ,0.720408526387388
5043-TRZWM,0.720101692459224
8775-LHDJH,0.719610603600125
1157-BQCUW,0.7184708858236174
6358-LYNGM,0.7184708858236174
0723-DRCLG,0.7184708858236174
4102-OQUPX,0.7184708858236174
7180-PISOG,0.7184708858236174
3746-EUBYR,0.7184708858236174
5240-IJOQT,0.7184708858236174
4415-IJZTP,0.7184708858236174
8372-JUXUI,0.7184708858236174
2982-IHMFT,0.7184708858236174
3551-HUAZH,0.7184708858236174
3177-LASXD,0.7166759060665323
0511-JTEOY,0.7166759060665323
8644-XLFBW,0.7166759060665323
6513-EECDB,0.7166759060665323
8775-ERLNB,0.7166759060665323
0021-IKXGC,0.7166759060665323
8380-PEFPE,0.7166759060665323
1833-VGRUM,0.7166759060665323
3878-AVSOQ,0.7166759060665323
6140-QNRQQ,0.7166759060665323
8042-JVNFH,0.7166759060665323
8473-VUVJN,0.7166759060665323
3707-GNWHM,0.7166759060665323
8040-MNRTF,0.7166759060665323
9488-HGMJH,0.7166759060665323
9940-RHLFB,0.716083566490449
1746-TGTWV,0.716083566490449
5564-NEMQO,0.716083566490449
0519-XUZJU,0.7142534108758367
6996-KNSML,0.7137731293807257
2024-BASKD,0.7137731293807257
9747-DDZOS,0.7119781496236405
4844-JJWUY,0.7117495518882765
7465-ZZRVX,0.7095291799111136
8051-HJRLT,0.7095291799111136
3244-DCJWY,0.7095291799111136
4759-TRPLW,0.7095291799111136
1640-PLFMP,0.7095291799111136
2446-PLQVO,0.7095291799111136
1363-TXLSL,0.7095291799111136
1915-IOFGU,0.7095291799111136
6653-CBBOM,0.7095291799111136
0515-YPMCW,0.7095291799111136
2013-SGDXK,0.7093747695643438
1628-BIZYP,0.7093747695643438
0742-NXBGR,0.7087304500419026
9985-MWVIX,0.7070943554762893
1846-XWOQN,0.7070943554762893
2619-WFQWU,0.7070943554762893
4702-IOQDC,0.7070943554762893
3494-JCHRQ,0.7070943554762893
0328-GRPMV,0.7070943554762893
9603-OAIHC,0.7070943554762893
2262-SLNVK,0.7070943554762893
9605-WGJVW,0.7070943554762893
5583-SXDAG,0.7070943554762893
1853-UDXBW,0.7070943554762893
8309-IEYJD,0.7053703014064407
5376-DEQCP,0.7053703014064407
9617-INGJY,0.7053703014064407
5032-MIYKT,0.7053703014064407
5940-AHUHD,0.7053703014064407
3158-MOERK,0.7052829127089908
7851-WZEKY,0.7038003813913428
5875-YPQFJ,0.7030218194851487
3066-RRJIO,0.7030218194851487
9804-ICWBG,0.7030218194851487
8000-REIQB,0.7030218194851487
7153-OANIO,0.7030218194851487
1062-LHZOD,0.7030218194851487
5542-TBBWB,0.7030218194851487
1084-UQCHV,0.7025890395248355
5550-VFRLC,0.7025890395248355
4510-HIMLV,0.7025890395248355
4603-JANFB,0.7025890395248355
5539-TMZLF,0.7025890395248355
5134-IKDAY,0.7025890395248355
2720-WGKHP,0.702260589968667
4424-TKOPW,0.702260589968667
3006-XIMLN,0.702260589968667
7024-OHCCK,0.702260589968667
7493-TPUWZ,0.7020614912071426
0137-OCGAB,0.7020614912071426
2254-DLXRI,0.7020614912071426
3296-SILRA,0.70117343150565
7595-EUIVN,0.6994838314073639
5196-SGOAK,0.6994838314073639
4501-EQDRN,0.6994463883502108
3097-NQYSN,0.6993598333607757
0259-GBZSH,0.6993598333607757
6474-FVJLC,0.6993598333607757
5277-ZLOOR,0.6993598333607757
1143-NMNQJ,0.6993598333607757
2074-GKOWZ,0.6993598333607757
2034-GDRCN,0.6993598333607757
0754-UKWQP,0.6991194505580449
7254-IQWOZ,0.6983020261277099
8062-YBDOE,0.6983020261277099
4871-JTKJF,0.6983020261277099
4550-EVXNY,0.6983020261277099
4929-XIHVW,0.6976369192403971
5349-IECLD,0.6976369192403971
3489-HHPFY,0.6967259856290705
8183-ONMXC,0.6967259856290705
2737-YNGYW,0.6967259856290705
9878-TNQGW,0.6967259856290705
2545-EBUPK,0.6967259856290705
